chr2R	4619018	4619609
chr2R	5360221	5363441
chr2R	5415936	5421543
chr2R	5651467	5656525
chr2R	5661989	5664515
chr2R	5670546	5672956
chr2R	5697664	5700320
chr2R	5702159	5705587
chr2R	7982489	7985682
chr2R	5753156	5770645
chr2R	7989697	7991789
chr2R	5968037	5969677
chr2R	8067777	8082047
chr2R	5973756	5982256
chr2R	8085140	8088791
chr2R	6017179	6022826
chr2R	6024290	6032879
chr2R	8094431	8133103
chr2R	6072861	6086100
chr2R	8134857	8142626
chr2R	6207557	6217399
chr2R	8158768	8174167
chr2R	6232333	6240480
chr2R	8225772	8227111
chr2R	6249968	6254060
chr2R	6289144	6292759
chr2R	10248617	10253606
chr2R	10306672	10312587
chr2R	8237536	8239507
chr2R	6612399	6615235
chr2R	8418445	8425254
chr2R	6617173	6620195
chr2R	6633074	6643926
chr2R	10428855	10438822
chr2R	10466084	10473015
chr2R	8446068	8447700
chr2R	10478849	10513163
chr2R	6651927	6679881
chr2R	8609407	8631299
chr2R	6690724	6699344
chr2R	10556593	10568331
chr2R	8678594	8683681
chr2R	10607805	10617715
chr2R	6702495	6704057
chr2R	8717778	8720969
chr2R	6742125	6758851
chr2R	10638299	10649454
chr2R	8726532	8734921
chr2R	10729840	10730761
chr2R	6806936	6816915
chr2R	6861405	6868473
chr2R	8752124	8754028
chr2R	6871424	6879721
chr2R	10738196	10740983
chr2R	8884759	8928934
chr2R	10800063	10805468
chr2R	6881618	6884779
chr2R	6969101	6989044
chr2R	10809480	10829874
chr2R	8938970	8962328
chr2R	10836177	10846025
chr2R	6990706	6991591
chr2R	9084551	9091372
chr2R	6992882	7008456
chr2R	10875562	10889249
chr2R	9093177	9167482
chr2R	10891473	10898766
chr2R	7055601	7062571
chr2R	7242384	7246913
chr2R	9176752	9181027
chr2R	9204902	9209784
chr2R	7258178	7261849
chr2R	7270515	7282278
chr2R	11147518	11150857
chr2R	9232577	9232971
chr2R	11208500	11227023
chr2R	7380737	7409205
chr2R	9251707	9263260
chr2R	7439623	7457312
chr2R	7460548	7472055
chr2R	11277726	11295681
chr2R	11297360	11309498
chr2R	9280365	9292935
chr2R	11355917	11365485
chr2R	9303068	9307978
chr2R	7474104	7479393
chr2R	9317717	9320243
chr2R	7482329	7501282
chr2R	11368132	11371901
chr2R	9390874	9401381
chr2R	11453977	11461757
chr2R	7509823	7527553
chr2R	9423418	9427490
chr2R	7535274	7539326
chr2R	11581508	11595393
chr2R	9432201	9432882
chr2R	7556473	7559999
chr2R	7564648	7567922
chr2R	9444678	9447953
chr2R	7582142	7583497
chr2R	11614736	11628094
chr2R	9476925	9478634
chr2R	7588131	7597011
chr2R	9533882	9538213
chr2R	7648279	7661705
chr2R	9566817	9604467
chr2R	7665890	7680491
chr2R	9607678	9609670
chr2R	7699813	7704938
chr2R	9687819	9694290
chr2R	7737726	7742057
chr2R	9713595	9717610
chr2R	7782562	7794334
chr2R	7801111	7804488
chr2R	9819561	9824132
chr2R	7807083	7814162
chr2R	9836582	9852263
chr2R	7821927	7836211
chr2R	9863177	9866081
chr2R	7915335	7932431
chr2R	7940012	7943847
chr2R	9875898	9881672
chr2R	9905415	9918992
chr2R	7955109	7976645
chr2R	9959160	9972575
chr2R	9989009	9993707
chr2R	12616038	12624946
chr2R	10026503	10040139
chr2R	12627246	12641746
chr2R	10048567	10052388
chr2R	12650680	12656416
chr2R	12665538	12673444
chr2R	10062162	10075888
chr2R	12680290	12692857
chr2R	10093147	10125173
chr2R	12748526	12761490
chr2R	11688705	11694529
chr2R	10131832	10150456
chr2R	11824841	11828805
chr2R	12868709	12882409
chr2R	14902117	14905693
chr2R	12918290	12924083
chr2R	12930009	12936966
chr2R	11839791	11854070
chr2R	14933743	14938333
chr2R	11861607	11865546
chr2R	11884651	11905553
chr2R	13131513	13186670
chr2R	13197276	13239739
chr2R	14947246	14949253
chr2R	13324253	13333467
chr2R	13339116	13341570
chr2R	11967879	11993154
chr2R	12023376	12043541
chr2R	13419031	13421521
chr2R	14985958	14995281
chr2R	13440515	13446076
chr2R	12116268	12117007
chr2R	13450075	13458061
chr2R	12137411	12170131
chr2R	15114481	15117221
chr2R	12174230	12195057
chr2R	12198128	12203047
chr2R	12315672	12342425
chr2R	12344296	12354061
chr2R	12422728	12437203
chr2R	12447912	12453721
chr2R	12464393	12471488
chr2R	12486859	12500713
chr2R	12506059	12521412
chr2R	13482572	13491404
chr2R	13494369	13496605
chr2R	13499763	13514588
chr2R	13534349	13540302
chr2R	13546460	13560191
chr2R	13593198	13597609
chr2R	13804511	13812139
chr2R	13818004	13821484
chr2R	13850126	13870586
chr2R	13871706	13873358
chr2R	13878331	13894274
chr2R	13900530	13909590
chr2R	13942567	13956749
chr2R	13958722	13959986
chr2R	13963565	13978264
chr2R	13980309	13990051
chr2R	14059966	14066187
chr2R	14147444	14180619
chr2R	15138731	15148602
chr2R	14186289	14188465
chr2R	14226369	14265766
chr2R	14267811	14273640
chr2R	15198431	15224917
chr2R	15309072	15324017
chr2R	14301693	14303158
chr2R	14351588	14367650
chr2R	15366996	15372991
chr2R	14409516	14414049
chr2R	15377128	15386655
chr2R	14495728	14503887
chr2R	12561161	12564400
chr2R	15510970	15519602
chr2R	14505421	14512761
chr2R	15526840	15529283
chr2R	14593649	14604709
chr2R	12568513	12594920
chr2R	15531848	15546071
chr2R	14606679	14612915
chr2R	15561040	15573919
chr2R	15661619	15665025
chr2R	16849871	16868711
chr2R	15677576	15687688
chr2R	16948023	16959883
chr2R	15849293	15860624
chr2R	15864798	15872751
chr2R	16998780	17005788
chr2R	15920510	15929396
chr2R	17015840	17026813
chr2R	15930808	15941390
chr2R	17031430	17031782
chr2R	15954676	15958845
chr2R	17053617	17064553
chr2R	15987365	15998341
chr2R	17088133	17095443
chr2R	16001079	16018090
chr2R	17392344	17392425
chr2R	16021979	16029641
chr2R	17406119	17408047
chr2R	16047182	16050342
chr2R	14616219	14625776
chr2R	16054089	16060070
chr2R	14643727	14646698
